Suburb,Rooms,Type,Price,Method,Real estate,Distance,Bathroom,Car,Land size,Building area,Year built,Council area,Lattitude,Longtitude,Region name,Property count,Year Sold,Month Sold
Pascoe Vale,3,h,670000.0,S,hockingstuart,9.9,1.0,1.0,596.0,145.0,1949.0,Moreland,-37.721,144.9514,Northern Metropolitan,7485.0,2017,2
Werribee,3,h,472000.0,SP,Triwest,14.7,1.0,0.0,700.0,151.0,1950.0,Wyndham,-37.89363,144.65693000000005,Western Metropolitan,16166.0,2017,3
Ormond,3,h,1535000.0,S,Marshall,11.8,1.0,2.0,578.0,140.0,1935.0,Glen Eira,-37.9047,145.0274,Southern Metropolitan,3578.0,2016,10
Hawthorn,4,h,1650000.0,PI,Jellis,4.6,2.0,2.0,317.0,210.0,2005.0,Boroondara,-37.8344,145.0422,Southern Metropolitan,11308.0,2016,3
Sandringham,4,h,1235000.0,S,Hodges,15.2,2.0,2.0,404.0,165.0,1925.0,Bayside,-37.95882,145.02138,Southern Metropolitan,4497.0,2017,7
Preston,3,h,1171000.0,S,Woodards,8.4,1.0,2.0,483.0,186.0,1930.0,Darebin,-37.73261,144.99535,Northern Metropolitan,14577.0,2017,5
Ormond,3,h,1470000.0,S,Woodards,11.8,2.0,2.0,0.0,163.0,1980.0,Glen Eira,-37.9071,145.0439,Southern Metropolitan,3578.0,2017,2
Templestowe,4,h,1205000.0,S,Barry,15.5,2.0,2.0,646.0,167.0,1980.0,Manningham,-37.758070000000004,145.13478,Eastern Metropolitan,6202.0,2017,12
Coburg,2,h,677776.0,SP,Jellis,7.8,1.0,2.0,0.0,64.0,1980.0,Moreland,-37.7519,144.9496,Northern Metropolitan,11204.0,2017,8
Hadfield,2,h,715888.0,S,Barry,12.1,1.0,1.0,613.0,92.0,1960.0,Moreland,-37.7099,144.938,Northern Metropolitan,2606.0,2017,2
Hampton,3,u,810000.0,S,Buxton,13.7,1.0,1.0,195.0,115.0,1960.0,Bayside,-37.9396,145.0156,Southern Metropolitan,5454.0,2016,10
Bentleigh East,3,h,1161000.0,S,hockingstuart,13.9,2.0,3.0,629.0,168.0,1950.0,Glen Eira,-37.912,145.0752,Southern Metropolitan,10969.0,2016,9
Hawthorn,1,u,370000.0,PI,Wood,4.6,1.0,1.0,0.0,44.0,2014.0,Boroondara,-37.8222,145.0329,Southern Metropolitan,11308.0,2016,8
Mordialloc,4,h,920000.0,S,O'Brien,21.5,2.0,2.0,413.0,170.0,1975.0,Kingston,-37.99906,145.09386,South-Eastern Metropolitan,3650.0,2017,6
Elwood,2,u,1122000.0,SP,Biggin,7.7,2.0,1.0,0.0,104.0,1923.0,Port Phillip,-37.8744,144.9888,Southern Metropolitan,8989.0,2016,9
Maidstone,3,h,695000.0,S,Burnham,9.2,1.0,2.0,214.0,146.0,2007.0,Maribyrnong,-37.7798,144.8661,Western Metropolitan,3873.0,2016,10
Toorak,2,u,925000.0,S,RT,4.6,2.0,2.0,0.0,109.0,1970.0,Stonnington,-37.8371,145.0066,Southern Metropolitan,7217.0,2016,6
Oakleigh South,3,h,921000.0,S,hockingstuart,14.7,1.0,2.0,535.0,129.0,1970.0,Kingston,-37.9377,145.0856,South-Eastern Metropolitan,3692.0,2017,3
Ashburton,4,h,1800000.0,S,Jellis,11.0,2.0,4.0,749.0,206.0,1950.0,Boroondara,-37.8669,145.077,Southern Metropolitan,3052.0,2017,2
Brighton,3,h,1975000.0,S,Buxton,11.2,1.0,2.0,432.0,122.0,1930.0,Bayside,-37.9172,144.996,Southern Metropolitan,10579.0,2016,3
Hampton,3,t,1100000.0,S,Hodges,13.7,2.0,1.0,355.0,140.0,1987.0,Bayside,-37.9391,145.012,Southern Metropolitan,5454.0,2016,9
Sunshine West,3,h,615000.0,S,Melbourne,13.5,2.0,6.0,667.0,152.0,1975.0,Brimbank,-37.7969,144.8086,Western Metropolitan,6763.0,2016,3
Preston,3,h,1250000.0,S,Harcourts,8.8,1.0,2.0,644.0,141.0,1980.0,Darebin,-37.7419,145.0049,Northern Metropolitan,14577.0,2016,3
Blackburn,3,h,880000.0,PI,Fletchers,13.4,1.0,1.0,335.0,110.0,1960.0,Whitehorse,-37.828759999999996,145.13808999999995,Eastern Metropolitan,5713.0,2017,6
Fairfield,3,h,1375000.0,S,McGrath,5.8,1.0,1.0,496.0,122.0,1910.0,Darebin,-37.7737,145.018,Northern Metropolitan,2970.0,2016,8
Eaglemont,2,u,750000.0,PI,Nelson,8.9,1.0,1.0,112.0,93.0,1960.0,Banyule,-37.766890000000004,145.05206,Eastern Metropolitan,1651.0,2017,3
Malvern,5,h,4240000.0,S,Marshall,7.4,3.0,3.0,580.0,320.0,1890.0,Stonnington,-37.8653,145.0304,Southern Metropolitan,4675.0,2016,11
Reservoir,3,h,731000.0,S,Barry,11.2,1.0,2.0,779.0,138.0,1950.0,Darebin,-37.7292,145.0214,Northern Metropolitan,21650.0,2016,3
Ascot Vale,2,u,440000.0,S,McDonald,5.9,1.0,1.0,0.0,65.0,1970.0,Moonee Valley,-37.7749,144.9137,Western Metropolitan,6567.0,2016,11
Pascoe Vale,2,t,480000.0,PI,Nelson,9.9,1.0,1.0,113.0,94.0,1988.0,Moreland,-37.7269,144.9274,Northern Metropolitan,7485.0,2016,6
Brunswick,3,h,1650000.0,S,Nelson,5.2,1.0,2.0,495.0,141.0,1920.0,Moreland,-37.7702,144.9672,Northern Metropolitan,11918.0,2017,3
Broadmeadows,3,h,505000.0,SP,YPA,14.0,1.0,1.0,546.0,109.0,2000.0,Hume,-37.67411,144.94677,Northern Metropolitan,4294.0,2017,5
Maribyrnong,4,h,1180000.0,SP,Maddison,8.7,3.0,2.0,688.0,166.0,1960.0,Maribyrnong,-37.7713,144.8937,Western Metropolitan,4918.0,2017,2
Black Rock,2,u,879000.0,S,Hodges,17.3,1.0,1.0,0.0,88.0,1970.0,Bayside,-37.963409999999996,145.01735,Southern Metropolitan,2866.0,2017,6
Melbourne,2,u,780000.0,SP,Galldon,2.8,2.0,1.0,0.0,85.0,1997.0,Melbourne,-37.8095,144.9691,Northern Metropolitan,17496.0,2016,4
Hampton,4,h,2550000.0,SP,Hodges,13.8,2.0,2.0,726.0,200.0,1925.0,Bayside,-37.931670000000004,145.00134,Southern Metropolitan,5454.0,2017,5
Kew,4,h,2550000.0,S,Jellis,5.6,2.0,2.0,603.0,220.0,1930.0,Boroondara,-37.8095,145.0391,Southern Metropolitan,10331.0,2016,10
Yarraville,3,h,940000.0,S,Village,7.0,2.0,2.0,171.0,146.0,2007.0,Maribyrnong,-37.8124,144.8957,Western Metropolitan,6543.0,2016,8
Footscray,2,h,885000.0,S,Jas,6.4,1.0,0.0,267.0,99.5,1890.0,Maribyrnong,-37.7961,144.89,Western Metropolitan,7570.0,2017,8
Templestowe Lower,4,h,990000.0,PI,Barry,13.8,2.0,2.0,652.0,189.0,1973.0,Manningham,-37.7573,145.0994,Eastern Metropolitan,5420.0,2016,6
Glenroy,3,h,822000.0,S,Barry,13.0,1.0,2.0,738.0,107.4,1960.0,Moreland,-37.6972,144.941,Northern Metropolitan,8870.0,2017,5
Elsternwick,2,u,834500.0,S,Biggin,7.2,1.0,2.0,538.0,92.0,2005.0,Glen Eira,-37.88295,145.00083,Southern Metropolitan,4898.0,2017,7
Caroline Springs,3,t,360000.0,SA,O'Brien,14.8,1.0,1.0,0.0,136.49,2009.0,Melton,-37.70624,144.74042,Western Metropolitan,7719.0,2017,8
Bentleigh East,2,u,535000.0,SP,hockingstuart,13.9,1.0,1.0,1026.0,68.11,1970.0,Glen Eira,-37.911,145.0711,Southern Metropolitan,10969.0,2017,4
Pascoe Vale,4,h,822000.0,SP,hockingstuart,9.9,2.0,2.0,250.0,194.0,1983.0,Moreland,-37.7319,144.9461,Northern Metropolitan,7485.0,2017,3
St Kilda,1,u,430000.0,SP,Buxton,6.1,1.0,1.0,1409.0,63.0,2000.0,Port Phillip,-37.8661,144.9772,Southern Metropolitan,13240.0,2016,12
Brunswick East,4,h,1310000.0,S,Jellis,4.5,1.0,2.0,449.0,159.0,1930.0,Moreland,-37.7671,144.9762,Northern Metropolitan,5533.0,2017,8
Brighton,5,h,3105000.0,S,Marshall,11.2,2.0,2.0,1045.0,304.0,1930.0,Bayside,-37.9205,145.0012,Southern Metropolitan,10579.0,2016,8
Croydon,3,h,662000.0,S,hockingstuart,23.0,1.0,1.0,396.0,120.0,1950.0,Maroondah,-37.79486,145.28673999999995,Eastern Metropolitan,11925.0,2017,7
Doncaster,4,h,1300000.0,PI,Ray,13.9,2.0,2.0,872.0,185.0,1970.0,Manningham,-37.7906,145.1138,Eastern Metropolitan,9028.0,2017,8
Altona North,5,h,1085000.0,S,FN,11.1,3.0,6.0,592.0,251.0,1965.0,Hobsons Bay,-37.8388,144.8567,Western Metropolitan,5132.0,2016,3
Dingley Village,3,h,801000.0,SP,Ray,22.2,2.0,1.0,526.0,189.0,1980.0,Kingston,-37.98217,145.14061,South-Eastern Metropolitan,3940.0,2017,6
Hawthorn,1,u,360000.0,PI,Woodards,4.6,1.0,1.0,6494.0,77.5,1965.0,Boroondara,-37.8254,145.0255,Southern Metropolitan,11308.0,2017,8
Alphington,2,t,805000.0,S,Miles,6.4,2.0,3.0,155.0,140.0,2004.0,Darebin,-37.7804,145.0308,Northern Metropolitan,2211.0,2016,12
Reservoir,1,u,350000.0,SP,Harcourts,11.2,1.0,2.0,96.0,45.0,2009.0,Darebin,-37.7175,145.0081,Northern Metropolitan,21650.0,2016,12
North Melbourne,3,h,1325000.0,S,Nelson,2.3,2.0,1.0,97.0,139.0,2011.0,Melbourne,-37.8014,144.94899999999996,Northern Metropolitan,6821.0,2016,10
Surrey Hills,2,u,600000.0,PI,Noel,11.2,1.0,1.0,101.0,105.0,1975.0,Boroondara,-37.8263,145.0962,Southern Metropolitan,5457.0,2016,9
Albion,3,u,560000.0,S,Douglas,13.9,2.0,7.0,420.0,150.0,1970.0,Brimbank,-37.7848,144.8231,Western Metropolitan,2185.0,2017,2
Moorabbin,4,h,1300000.0,S,Woodards,14.6,3.0,2.0,743.0,171.0,1973.0,Kingston,-37.9362,145.0442,Southern Metropolitan,2555.0,2016,9
Glenroy,3,h,670000.0,PI,Brad,13.0,1.0,4.0,734.0,140.0,1960.0,Moreland,-37.7007,144.9378,Northern Metropolitan,8870.0,2016,10
Glenroy,3,h,447500.0,S,Melbourne,13.0,1.0,1.0,320.0,130.0,2000.0,Moreland,-37.6949,144.9122,Northern Metropolitan,8870.0,2016,10
Surrey Hills,4,h,2370000.0,PI,Jellis,11.2,3.0,2.0,773.0,300.0,1900.0,Boroondara,-37.8263,145.0911,Southern Metropolitan,5457.0,2017,4
Yallambie,3,h,852000.0,S,Barry,12.7,2.0,2.0,629.0,139.4,1990.0,Banyule,-37.730579999999996,145.08705,Northern Metropolitan,1369.0,2017,6
Keilor Park,3,u,501000.0,S,Barry,14.5,1.0,1.0,255.0,132.0,1991.0,Brimbank,-37.7243,144.8533,Western Metropolitan,1119.0,2016,12
South Yarra,3,h,1400000.0,VB,Marshall,3.3,2.0,2.0,0.0,172.0,2005.0,Stonnington,-37.8433,145.0001,Southern Metropolitan,14887.0,2017,2
Canterbury,4,h,3145000.0,S,RW,9.0,2.0,2.0,796.0,276.0,2012.0,Boroondara,-37.8266,145.072,Southern Metropolitan,3265.0,2016,11
Richmond,2,u,635000.0,S,Biggin,2.6,2.0,1.0,2740.0,76.0,2003.0,Yarra,-37.8231,144.9906,Northern Metropolitan,14949.0,2017,4
Thornbury,1,u,383000.0,S,Love,6.5,1.0,1.0,0.0,44.0,1965.0,Darebin,-37.7539,145.0075,Northern Metropolitan,8870.0,2016,11
Moonee Ponds,2,u,330000.0,SP,Jellis,6.9,1.0,1.0,0.0,54.0,1970.0,Moonee Valley,-37.7654,144.9094,Western Metropolitan,6232.0,2016,5
Thomastown,3,h,631000.0,S,Harcourts,15.3,1.0,2.0,584.0,121.0,1965.0,Whittlesea,-37.6819,145.02293999999995,Northern Metropolitan,7955.0,2017,7
Glen Waverley,2,u,960000.0,S,Ray,16.7,1.0,1.0,229.0,101.0,1990.0,Monash,-37.876059999999995,145.15951,Eastern Metropolitan,15321.0,2017,7
Brunswick West,2,u,400500.0,SP,Nelson,5.9,1.0,1.0,0.0,70.0,2013.0,Moreland,-37.7582,144.94,Northern Metropolitan,7082.0,2017,11
Clifton Hill,3,h,1360000.0,S,Nelson,3.4,1.0,0.0,118.0,118.0,1880.0,Yarra,-37.7921,144.9858,Northern Metropolitan,2954.0,2016,6
Thomastown,3,h,740000.0,S,Harcourts,15.3,2.0,2.0,545.0,152.0,1983.0,Whittlesea,-37.68403,144.99246000000005,Northern Metropolitan,7955.0,2017,3
Melton,4,h,420000.0,S,Ryder,31.7,2.0,2.0,642.0,199.5,2004.0,Melton,-37.69159000000001,144.5864,Western Victoria,3600.0,2017,6
Sunshine North,3,h,700000.0,S,Barry,13.3,1.0,2.0,538.0,111.0,1975.0,Brimbank,-37.7704,144.8384,Western Metropolitan,4217.0,2016,6
Murrumbeena,4,h,1920000.0,S,Marshall,10.1,1.0,2.0,718.0,181.0,1920.0,Glen Eira,-37.8888,145.07271,Southern Metropolitan,4442.0,2017,6
Cremorne,3,h,1350000.0,S,Biggin,2.5,1.0,1.0,117.0,147.0,1900.0,Yarra,-37.8298,144.9923,Northern Metropolitan,1123.0,2017,6
Seaford,4,h,795000.0,S,Veitch,35.4,2.0,2.0,631.0,158.0,1960.0,Frankston,-38.08814,145.12598,South-Eastern Metropolitan,8077.0,2017,5
Keilor East,3,h,745000.0,S,Nelson,12.8,1.0,1.0,535.0,134.0,1980.0,Moonee Valley,-37.7475,144.852,Western Metropolitan,5629.0,2017,5
Cremorne,2,h,930000.0,S,hockingstuart,2.5,1.0,1.0,125.0,68.0,1900.0,Yarra,-37.8258,144.99200000000005,Northern Metropolitan,1123.0,2016,7
Tullamarine,3,h,615500.0,S,hockingstuart,12.9,2.0,1.0,238.0,118.0,2011.0,Hume,-37.70322,144.88236,Western Metropolitan,3296.0,2017,7
Frankston North,3,h,611000.0,S,Ray,36.9,2.0,1.0,691.0,109.0,1960.0,Frankston,-38.119479999999996,145.14928,Eastern Victoria,2500.0,2017,1
Footscray,2,u,316000.0,S,Burnham,6.4,1.0,1.0,0.0,55.0,1960.0,Maribyrnong,-37.789,144.8932,Western Metropolitan,7570.0,2016,6
Balwyn North,4,h,1900000.0,VB,Fletchers,9.2,2.0,2.0,642.0,215.0,1955.0,Boroondara,-37.7988,145.0726,Southern Metropolitan,7809.0,2016,3
Abbotsford,2,h,1050000.0,S,Jellis,2.5,1.0,0.0,129.0,128.0,1890.0,Yarra,-37.8099,145.0027,Northern Metropolitan,4019.0,2017,4
Keilor East,3,h,600000.0,S,Bells,12.8,1.0,1.0,565.0,125.0,1970.0,Moonee Valley,-37.7498,144.8585,Western Metropolitan,5629.0,2016,8
Melton South,3,h,326000.0,S,hockingstuart,29.8,1.0,1.0,611.0,115.0,1985.0,Melton,-37.69467,144.57827,Western Victoria,4718.0,2017,7
Elwood,1,u,520000.0,S,Chisholm,7.7,1.0,1.0,0.0,51.0,1930.0,Port Phillip,-37.8761,144.9871,Southern Metropolitan,8989.0,2016,3
Mount Waverley,3,h,1850000.0,PI,Jellis,14.2,1.0,1.0,717.0,153.0,1960.0,Monash,-37.87754,145.12076000000005,Eastern Metropolitan,13366.0,2017,8
Middle Park,6,h,5600000.0,PI,Marshall,3.0,4.0,2.0,472.0,328.0,1915.0,Port Phillip,-37.852309999999996,144.96373,Southern Metropolitan,2019.0,2017,3
Hawthorn East,3,h,1420000.0,PI,Marshall,7.5,1.0,2.0,362.0,130.0,1910.0,Boroondara,-37.8337,145.0504,Southern Metropolitan,6482.0,2016,9
Berwick,4,h,608500.0,S,C21,35.2,2.0,2.0,563.0,168.01,1995.0,Casey,-38.05379,145.34803,Eastern Victoria,17093.0,2017,6
Avondale Heights,4,h,1100000.0,VB,Brad,10.5,3.0,2.0,873.0,395.0,1992.0,Moonee Valley,-37.7609,144.8639,Western Metropolitan,4502.0,2016,5
Reservoir,3,h,800000.0,S,Barry,11.2,1.0,5.0,4679.0,170.0,1975.0,Darebin,-37.7093,145.0012,Northern Metropolitan,21650.0,2016,6
Hampton,2,u,587000.0,S,Ray,13.7,1.0,1.0,0.0,74.0,1975.0,Bayside,-37.9419,145.0019,Southern Metropolitan,5454.0,2016,3
Templestowe Lower,4,t,1010000.0,S,Jellis,12.4,3.0,2.0,332.0,198.0,2013.0,Manningham,-37.76577,145.10728999999995,Eastern Metropolitan,5420.0,2017,3
Doncaster,3,t,746000.0,S,hockingstuart,13.9,2.0,2.0,118.0,106.0,2013.0,Manningham,-37.7863,145.106,Eastern Metropolitan,9028.0,2016,10
Brunswick,2,h,884000.0,SP,Jellis,5.2,1.0,0.0,148.0,75.0,1890.0,Moreland,-37.7731,144.9568,Northern Metropolitan,11918.0,2017,4
Ivanhoe East,3,h,2400000.0,VB,Miles,9.0,2.0,2.0,1132.0,240.0,1950.0,Banyule,-37.7715,145.0688,Eastern Metropolitan,1554.0,2017,5
Yarraville,4,h,1401000.0,S,Village,7.0,1.0,1.0,306.0,133.0,1910.0,Maribyrnong,-37.8102,144.8885,Western Metropolitan,6543.0,2016,11
Hampton,2,u,895000.0,S,hockingstuart,13.7,1.0,1.0,228.0,87.0,1975.0,Bayside,-37.9355,145.0008,Southern Metropolitan,5454.0,2016,3
Bentleigh,4,t,1247000.0,S,hockingstuart,13.0,2.0,3.0,354.0,255.0,2008.0,Glen Eira,-37.9326,145.0441,Southern Metropolitan,6795.0,2016,10
Aberfeldie,4,h,1740000.0,PI,Nelson,9.1,2.0,2.0,746.0,161.0,1950.0,Moonee Valley,-37.7595,144.8993,Western Metropolitan,1543.0,2017,4
Doncaster,5,h,1530000.0,S,Barry,12.4,3.0,2.0,851.0,215.0,1975.0,Manningham,-37.78109,145.13745,Eastern Metropolitan,9028.0,2017,7
Richmond,3,h,1088000.0,S,Jellis,2.6,3.0,2.0,168.0,120.0,1915.0,Yarra,-37.8126,145.0064,Northern Metropolitan,14949.0,2016,4
Kew East,4,h,1315000.0,SP,Nelson,7.5,2.0,2.0,458.0,200.0,1930.0,Boroondara,-37.7981,145.0472,Southern Metropolitan,2671.0,2016,9
Kew East,4,h,2258000.0,S,Jellis,7.3,1.0,2.0,836.0,173.0,1910.0,Boroondara,-37.79702,145.05352,Southern Metropolitan,2671.0,2017,5
Toorak,2,u,450000.0,PI,Rodney,4.6,1.0,1.0,0.0,62.0,1970.0,Stonnington,-37.8474,145.0078,Southern Metropolitan,7217.0,2016,6
Reservoir,1,h,395000.0,SP,Purplebricks,11.2,1.0,1.0,94.0,50.0,2014.0,Darebin,-37.7186,145.011,Northern Metropolitan,21650.0,2017,2
Kew East,3,h,2260000.0,S,Jellis,7.3,2.0,4.0,753.0,280.0,1937.0,Boroondara,-37.79017,145.06381000000005,Southern Metropolitan,2671.0,2017,3
Fawkner,4,u,540000.0,S,hockingstuart,12.4,2.0,3.0,209.0,120.0,1960.0,Moreland,-37.7172,144.968,Northern Metropolitan,5070.0,2016,9
Coburg,4,h,1131000.0,S,Nelson,7.8,2.0,2.0,494.0,300.0,2001.0,Moreland,-37.7359,144.9711,Northern Metropolitan,11204.0,2016,8
Melbourne,2,u,470000.0,VB,Greg,2.8,1.0,2.0,0.0,55.0,1917.0,Melbourne,-37.816,144.9535,Northern Metropolitan,17496.0,2017,3
Camberwell,3,h,1800000.0,SP,Marshall,7.8,2.0,0.0,584.0,213.0,1920.0,Boroondara,-37.8349,145.0758,Southern Metropolitan,8920.0,2016,4
Abbotsford,2,h,1097000.0,S,Biggin,2.5,1.0,2.0,220.0,75.0,1900.0,Yarra,-37.801,144.9989,Northern Metropolitan,4019.0,2016,8
Albert Park,3,h,1700000.0,VB,Greg,3.3,1.0,1.0,178.0,116.0,1910.0,Port Phillip,-37.8473,144.9495,Southern Metropolitan,3280.0,2017,6
Brunswick,4,h,1500000.0,VB,Nelson,5.2,3.0,1.0,365.0,209.0,1890.0,Moreland,-37.7624,144.9671,Northern Metropolitan,11918.0,2016,3
Glenroy,4,h,1217500.0,S,Barry,13.0,3.0,2.0,693.0,192.0,2014.0,Moreland,-37.7111,144.9275,Northern Metropolitan,8870.0,2016,9
Port Melbourne,2,h,1722500.0,S,Marshall,3.5,1.0,0.0,101.0,75.0,1900.0,Port Phillip,-37.83446,144.94021,Southern Metropolitan,8648.0,2017,7
Essendon,2,h,890000.0,PI,Nelson,8.0,1.0,1.0,649.0,108.0,1950.0,Moonee Valley,-37.7445,144.9133,Western Metropolitan,9264.0,2016,4
Fawkner,3,h,640000.0,SP,YPA,12.4,1.0,4.0,533.0,135.0,1965.0,Moreland,-37.6985,144.9778,Northern Metropolitan,5070.0,2017,2
Sunbury,4,h,512500.0,S,Raine,31.7,2.0,2.0,581.0,139.0,1960.0,Hume,-37.57355,144.70854,Western Metropolitan,14092.0,2017,8
Sunshine,4,h,990000.0,S,FN,12.6,1.0,6.0,654.0,189.0,1950.0,Brimbank,-37.7803,144.8415,Western Metropolitan,3755.0,2017,8
Newport,3,t,900000.0,S,Greg,8.4,2.0,2.0,575.0,128.0,2017.0,Hobsons Bay,-37.8389,144.8666,Western Metropolitan,5498.0,2017,5
Hampton,4,h,2250000.0,S,Buxton,13.7,2.0,2.0,647.0,260.0,1925.0,Bayside,-37.9407,145.0104,Southern Metropolitan,5454.0,2016,8
Coburg,4,h,922000.0,SP,Melbourne,6.7,2.0,2.0,463.0,80.0,1960.0,Moreland,-37.73704,144.97959,Northern Metropolitan,11204.0,2017,1
Avondale Heights,4,h,934000.0,S,Moonee,9.5,2.0,1.0,581.0,163.0,1975.0,Moonee Valley,-37.76421,144.85594,Western Metropolitan,4502.0,2017,7
St Kilda,1,u,468000.0,SP,Buxton,5.0,1.0,1.0,0.0,55.0,2000.0,Port Phillip,-37.870940000000004,144.9807,Southern Metropolitan,13240.0,2017,8
Yarraville,3,h,1930000.0,S,Jas,7.0,1.0,4.0,902.0,129.0,1920.0,Maribyrnong,-37.8153,144.8796,Western Metropolitan,6543.0,2016,10
East Melbourne,2,u,1935000.0,SP,Nelson,1.5,2.0,2.0,0.0,150.0,2010.0,Melbourne,-37.8127,144.9847,Northern Metropolitan,3040.0,2016,7
Thornbury,3,h,1400000.0,SP,Jellis,6.5,2.0,1.0,417.0,159.0,1920.0,Darebin,-37.7595,145.0017,Northern Metropolitan,8870.0,2016,9
Doncaster,4,h,2600000.0,SP,Barry,12.4,4.0,2.0,1072.0,328.0,1960.0,Manningham,-37.79094,145.12733,Eastern Metropolitan,9028.0,2017,3
South Yarra,3,h,3000000.0,VB,Marshall,3.3,3.0,2.0,191.0,175.0,1890.0,Melbourne,-37.836,144.9824,Southern Metropolitan,14887.0,2016,10
Bentleigh,2,u,725000.0,S,hockingstuart,13.0,1.0,1.0,677.0,88.0,2012.0,Glen Eira,-37.9173,145.0359,Southern Metropolitan,6795.0,2017,3
Williamstown,4,h,1330000.0,S,Williams,8.0,3.0,2.0,217.0,266.0,2003.0,Hobsons Bay,-37.8634,144.8796,Western Metropolitan,6380.0,2016,12
South Melbourne,4,h,1800000.0,VB,Greg,1.9,3.0,1.0,153.0,93.0,1900.0,Port Phillip,-37.83591,144.94963,Southern Metropolitan,5943.0,2017,12
South Melbourne,4,h,2260000.0,PI,Marshall,2.1,3.0,0.0,190.0,232.0,1856.0,Port Phillip,-37.8377,144.9653,Southern Metropolitan,5943.0,2016,7
Hughesdale,2,u,455000.0,S,Fletchers,13.0,1.0,2.0,0.0,60.0,1960.0,Monash,-37.8942,145.0867,Southern Metropolitan,3145.0,2016,4
Edithvale,2,u,724000.0,S,O'Brien,27.0,1.0,2.0,224.0,104.0,2000.0,Kingston,-38.0371,145.11717,South-Eastern Metropolitan,2546.0,2017,7
Dandenong,3,h,678000.0,S,Ray,24.7,1.0,2.0,624.0,150.0,1970.0,Greater Dandenong,-37.97806,145.20432,South-Eastern Metropolitan,10894.0,2017,3
Ascot Vale,3,h,1377000.0,S,Nelson,5.9,1.0,1.0,417.0,168.0,1900.0,Moonee Valley,-37.7756,144.9208,Western Metropolitan,6567.0,2016,6
Cairnlea,3,h,640000.0,S,HAR,14.8,2.0,2.0,316.0,170.0,2008.0,Brimbank,-37.76048,144.78847,Western Metropolitan,2674.0,2017,7
Richmond,4,h,905000.0,S,Biggin,2.6,1.0,0.0,254.0,124.0,1890.0,Yarra,-37.8201,144.9898,Northern Metropolitan,14949.0,2016,5
Fitzroy,2,u,830000.0,S,Jellis,2.1,2.0,1.0,4421.0,84.0,2011.0,Yarra,-37.79721,144.98073,Northern Metropolitan,5825.0,2017,8
Black Rock,3,u,1080000.0,S,Buxton,17.3,2.0,2.0,328.0,144.0,1980.0,Bayside,-37.97359,145.0214,Southern Metropolitan,2866.0,2017,5
Balwyn North,4,h,2205000.0,PI,RW,9.2,2.0,2.0,750.0,214.0,1950.0,Boroondara,-37.7906,145.0788,Southern Metropolitan,7809.0,2016,3
Ivanhoe,4,h,2265000.0,S,Miles,7.9,2.0,2.0,925.0,208.0,1925.0,Banyule,-37.7652,145.041,Eastern Metropolitan,5549.0,2017,4
Oak Park,3,u,651000.0,S,Nelson,11.5,2.0,2.0,198.0,113.0,2009.0,Moreland,-37.722,144.9169,Northern Metropolitan,2651.0,2016,7
Coburg,3,h,1120000.0,S,Raine,7.8,2.0,1.0,293.0,180.0,2006.0,Moreland,-37.7481,144.9663,Northern Metropolitan,11204.0,2016,8
Templestowe Lower,5,h,1705000.0,PI,hockingstuart,12.4,4.0,2.0,968.0,353.0,1970.0,Manningham,-37.77083,145.11516,Eastern Metropolitan,5420.0,2017,1
Moorabbin,4,h,1140000.0,SA,Buxton,14.6,2.0,1.0,318.0,242.0,2015.0,Kingston,-37.9443,145.0448,Southern Metropolitan,2555.0,2016,4
Burwood,3,t,918000.0,S,Bekdon,10.4,2.0,1.0,207.0,144.0,2012.0,Monash,-37.85682,145.10873,Southern Metropolitan,5678.0,2017,6
Port Melbourne,3,h,1150000.0,S,Marshall,3.8,2.0,1.0,0.0,134.0,1990.0,Port Phillip,-37.8359,144.9342,Southern Metropolitan,8648.0,2016,3
Templestowe Lower,3,h,650000.0,VB,RT,13.8,1.0,2.0,327.0,120.0,1975.0,Manningham,-37.7709,145.1104,Eastern Metropolitan,5420.0,2016,5
Templestowe Lower,4,h,1182500.0,S,Barry,13.8,2.0,2.0,650.0,150.0,1975.0,Manningham,-37.7764,145.1216,Eastern Metropolitan,5420.0,2016,11
Caulfield South,4,h,1774500.0,S,hockingstuart,9.3,2.0,2.0,575.0,256.0,2008.0,Glen Eira,-37.8993,145.0254,Southern Metropolitan,5051.0,2016,5
Gardenvale,3,h,1250000.0,PI,Nick,9.8,2.0,2.0,236.0,193.0,2004.0,Glen Eira,-37.8982,145.0121,Southern Metropolitan,534.0,2017,11
Ardeer,3,h,627000.0,S,Barry,12.8,1.0,2.0,697.0,102.0,1960.0,Brimbank,-37.77713,144.79746,Western Metropolitan,1281.0,2017,7
Glen Huntly,1,u,260000.0,SP,Woodards,10.4,1.0,1.0,1162.0,44.0,1965.0,Glen Eira,-37.8911,145.0451,Southern Metropolitan,2403.0,2017,5
Clayton,3,u,780000.0,SP,Buxton,16.7,2.0,1.0,318.0,103.0,2000.0,Monash,-37.917120000000004,145.13625,South-Eastern Metropolitan,5837.0,2017,6
Hawthorn East,2,h,1585000.0,S,Jellis,7.5,1.0,2.0,390.0,102.0,1935.0,Boroondara,-37.8322,145.0486,Southern Metropolitan,6482.0,2016,10
Caulfield South,4,h,1570000.0,S,hockingstuart,9.3,2.0,2.0,641.0,215.0,1970.0,Glen Eira,-37.9012,145.035,Southern Metropolitan,5051.0,2016,5
